x y z
0.314627 -0.207414 1.132425
0.266222 -0.231704 1.042082
0.269851 -0.302814 1.065837
0.264562 -0.292298 0.994095
0.459322 -0.300440 0.828827
0.798901 -0.295296 0.678958
0.974609 -0.447327 0.429422
0.869159 -0.497413 0.251834
0.543543 -0.559081 0.019454
0.381026 -0.687121 -0.252299
0.361838 -0.748332 -0.462862
0.349782 -0.850268 -0.479806
0.256021 -1.015165 -0.263642
0.261031 -1.165562 0.067006
0.342597 -1.552223 0.453781
0.616760 -1.824222 0.760163
1.089307 -2.224550 1.011903
1.358488 -2.631925 1.202447
1.420487 -2.925678 1.286621
1.326732 -3.162349 1.200964
1.287655 -3.113946 1.011528
1.300553 -3.088699 0.809601
1.193884 -2.923197 0.658154
1.087215 -2.611928 0.579356
1.028619 -2.538589 0.579800
0.982092 -2.392215 0.633501
0.995902 -2.214109 0.662055
0.924580 -2.009379 0.814719
0.860589 -1.820750 0.896912
0.652390 -1.639792 0.964589
0.375468 -1.288433 1.041273
0.232482 -0.999945 1.055628
0.064154 -0.783026 1.180826
0.038263 -0.607250 1.308129
-0.004595 -0.531625 1.377745
-0.061726 -0.507093 1.411288
-0.160730 -0.481101 1.338781
-0.299869 -0.551899 1.230768
-0.358874 -0.561829 1.152901
-0.183345 -0.675507 0.967084
0.159462 -0.758492 0.865847
0.434939 -0.914379 0.765860
0.561142 -1.060058 0.676324
0.660929 -1.015526 0.648261
0.726964 -0.950043 0.575329
0.606369 -0.827139 0.569836
0.590938 -0.682064 0.558660
0.461039 -0.627324 0.547858
0.430651 -0.330985 0.415714
0.363136 -0.210442 0.295183
0.369836 0.109308 0.225919
0.420403 0.462076 0.092620
0.444401 0.745884 0.044368
0.327499 1.081296 -0.013766
0.345422 1.214152 -0.095866
0.333357 1.307834 -0.128975
0.282647 1.311692 -0.186088
0.289796 1.319571 -0.197620
0.334368 1.464104 -0.243732
0.245887 1.398143 -0.287439
0.108486 1.287843 -0.145420
-0.002158 0.987126 -0.004788
0.067819 0.742306 0.193257
0.356797 0.484677 0.445865
0.520651 0.230746 0.626957
0.546979 0.058768 0.860811
0.530390 -0.070532 0.968439
0.545385 -0.116105 1.134456
0.706836 -0.067160 1.233505
0.800305 -0.073696 1.337632
0.815995 -0.120661 1.373662
0.671805 -0.195071 1.384179
0.513024 -0.119466 1.324878
0.388625 0.070189 1.225825
0.336729 0.265011 1.197241
0.273386 0.290418 1.152124
0.180376 0.266434 1.171862
0.094988 0.157603 1.136512
0.055495 0.073377 1.123839
0.080192 -0.080445 1.144483
0.102692 -0.310450 1.218196
0.122626 -0.540577 1.231404
0.172114 -0.729438 1.226289
0.185386 -0.954940 1.225040
0.170347 -1.115015 1.238402
0.173242 -1.288279 1.272106
0.256329 -1.332500 1.204936
0.313089 -1.293128 1.183860
0.235973 -1.206951 1.141430
-0.022771 -1.112996 1.123629
-0.317044 -1.105363 1.055854
-0.372199 -0.996275 1.033507
-0.304858 -0.930715 0.965541
-0.112890 -0.869060 0.952438
0.183796 -0.879748 1.008517
0.375891 -1.045360 0.988498
0.664139 -1.169103 0.921534
0.875659 -1.128994 0.843317
0.892708 -1.090949 0.847228
0.892708 -1.090949 0.847228
1.091645 -0.950190 0.902399
1.091645 -0.950190 0.902399
0.955270 -0.948897 1.010924
0.684078 -0.935932 1.267211
0.684078 -0.935932 1.267211
0.736123 -0.719083 1.444928
0.861820 -0.796460 1.483047
0.928567 -0.695074 1.389136
0.843072 -0.585252 1.228860
0.896308 -0.566356 1.142238
1.050717 -0.402927 0.965790
1.184712 -0.401521 0.884196
1.220828 -0.531701 0.829114
1.188084 -0.652570 0.798072
1.195258 -0.705391 0.774604
1.139281 -0.742135 0.838681
1.047829 -0.690368 0.900369
0.833974 -0.619567 0.939320
0.537112 -0.637020 0.948103
0.382994 -0.762589 0.975115
0.371619 -0.930173 0.944115
0.574342 -1.161929 0.897049
0.847529 -1.419371 0.799058
1.121148 -1.788339 0.698111
1.268112 -2.020843 0.590796
1.140317 -1.951919 0.490267
0.762633 -1.592879 0.417453
0.299695 -1.389013 0.523003
0.033751 -1.266590 0.697288
-0.123416 -1.131008 0.698015
-0.053446 -1.026366 0.653398
0.049026 -0.918659 0.619122
0.161039 -0.932315 0.532496
0.269193 -1.075665 0.531161
0.400808 -1.248322 0.514104
0.536761 -1.432303 0.515964
0.619807 -1.551924 0.552776
0.597506 -1.636546 0.636501
0.457588 -1.631779 0.726709
0.353254 -1.560594 0.795190
0.253930 -1.408309 0.881861
0.177010 -1.211172 0.961130
0.082811 -1.041033 0.916256
-0.140601 -0.832794 0.795019
-0.389725 -0.677897 0.641253
-0.529054 -0.565864 0.503819
-0.643323 -0.494138 0.337960
-0.678836 -0.495982 0.218030
-0.698190 -0.594788 0.075555
-0.753564 -0.743333 -0.012063
-0.768439 -0.801646 -0.025131
-0.813701 -1.024439 -0.047605
-0.813895 -1.078471 -0.001300
-0.782786 -1.114717 0.038690
-0.771919 -1.255828 0.081208
-0.663036 -1.464766 0.157013
-0.642463 -1.627885 0.216065
-0.612402 -1.687698 0.324633
-0.595478 -1.680944 0.376465
-0.593949 -1.610269 0.440325
-0.545374 -1.459349 0.536279
-0.534907 -1.332012 0.604889
-0.529760 -1.356348 0.654733
-0.399936 -1.439848 0.666634
-0.156263 -1.281966 0.746614
-0.018040 -1.303586 0.700663
0.100872 -1.405286 0.649386
0.093314 -1.553522 0.626716
