x y z
0.116545 -0.086208 0.147211
0.116410 -0.086213 0.147192
0.116261 -0.086221 0.147174
0.116092 -0.086238 0.147154
0.115956 -0.086259 0.147134
0.115815 -0.086279 0.147111
0.115656 -0.086298 0.147083
0.115519 -0.086309 0.147060
0.115361 -0.086320 0.147031
0.115201 -0.086333 0.147001
0.115038 -0.086347 0.146970
0.114873 -0.086365 0.146941
0.114705 -0.086377 0.146913
0.114502 -0.086384 0.146878
0.114325 -0.086391 0.146846
0.114151 -0.086401 0.146817
0.113981 -0.086416 0.146791
0.113812 -0.086435 0.146769
0.113642 -0.086455 0.146748
0.113472 -0.086474 0.146726
0.113305 -0.086493 0.146703
0.113137 -0.086510 0.146674
0.112966 -0.086522 0.146643
0.112795 -0.086528 0.146607
0.112648 -0.086528 0.146574
0.112441 -0.086523 0.146522
0.112293 -0.086516 0.146483
0.112117 -0.086504 0.146436
0.111911 -0.086491 0.146385
0.111744 -0.086482 0.146347
0.111580 -0.086480 0.146320
0.111408 -0.086483 0.146296
0.111252 -0.086484 0.146279
0.111089 -0.086479 0.146260
0.110890 -0.086460 0.146237
0.110688 -0.086438 0.146212
0.110517 -0.086422 0.146191
0.110357 -0.086420 0.146170
0.110217 -0.086425 0.146151
0.110073 -0.086419 0.146126
0.109897 -0.086388 0.146093
0.109729 -0.086350 0.146054
0.109530 -0.086304 0.146007
0.109414 -0.086286 0.145980
0.109284 -0.086286 0.145952
0.109194 -0.086291 0.145935
0.109084 -0.086291 0.145917
